pokedex_number,name,japanese_name,type1,type2,abilities,hp,attack,defense,sp_attack,sp_defense,speed,base_total,classfication,generation,is_legendary,experience_growth,capture_rate,base_egg_steps,base_happiness,height_m,percentage_male,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
501,Oshawott,Mijumaruミジュマル,water,,"['Torrent', 'Shell Armor']",55,55,45,63,45,45,308,Sea Otter Pokémon,5,0,1059860,45,5120,70,0.5,88.1,5.9,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
502,Dewott,Futachimaruフタチマル,water,,"['Torrent', 'Shell Armor']",75,75,60,83,60,60,413,Discipline Pokémon,5,0,1059860,45,5120,70,0.8,88.1,24.5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
503,Samurott,Daikenkiダイケンキ,water,,"['Torrent', 'Shell Armor']",95,100,85,108,70,70,528,Formidable Pokémon,5,0,1059860,45,5120,70,1.5,88.1,94.6,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
504,Patrat,Minezumiミネズミ,normal,,"['Run Away', 'Keen Eye', 'Analytic']",45,55,39,35,39,42,255,Scout Pokémon,5,0,1000000,255,3840,70,0.5,50,11.6,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
505,Watchog,Miruhogミルホッグ,normal,,"['Illuminate', 'Keen Eye', 'Analytic']",60,85,69,60,69,77,420,Lookout Pokémon,5,0,1000000,255,5120,70,1.1,50,27,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
506,Lillipup,Yorterrieヨーテリー,normal,,"['Vital Spirit', 'Pickup', 'Run Away']",45,60,45,25,45,55,275,Puppy Pokémon,5,0,1059860,255,3840,70,0.4,50,4.1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
507,Herdier,Herderrieハーデリア,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",65,80,65,35,65,60,370,Loyal Dog Pokémon,5,0,1059860,120,3840,70,0.9,50,14.7,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
508,Stoutland,Moolandムーランド,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",85,110,90,45,90,80,500,Big-Hearted Pokémon,5,0,1059860,45,3840,70,1.2,50,61,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
509,Purrloin,Choronekoチョロネコ,dark,,"['Limber', 'Unburden', 'Prankster']",41,50,37,50,37,66,281,Devious Pokémon,5,0,1000000,255,5120,70,0.4,50,10.1,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
510,Liepard,Lepardasレパルダス,dark,,"['Limber', 'Unburden', 'Prankster']",64,88,50,88,50,106,446,Cruel Pokémon,5,0,1000000,90,5120,70,1.1,50,37.5,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
511,Pansage,Yanappuヤナップ,grass,,"['Gluttony', 'Overgrow']",50,53,48,53,48,64,316,Grass Monkey Pokémon,5,0,1000000,190,5120,70,0.6,88.1,10.5,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
512,Simisage,Yanakkieヤナッキー,grass,,"['Gluttony', 'Overgrow']",75,98,63,98,63,101,498,Thorn Monkey Pokémon,5,0,1000000,75,5120,70,1.1,88.1,30.5,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
513,Pansear,Baoppuバオップ,fire,,"['Gluttony', 'Blaze']",50,53,48,53,48,64,316,High Temp Pokémon,5,0,1000000,190,5120,70,0.6,88.1,11,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
514,Simisear,Baokkieバオッキー,fire,,"['Gluttony', 'Blaze']",75,98,63,98,63,101,498,Ember Pokémon,5,0,1000000,75,5120,70,1,88.1,28,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
515,Panpour,Hiyappuヒヤップ,water,,"['Gluttony', 'Torrent']",50,53,48,53,48,64,316,Spray Pokémon,5,0,1000000,190,5120,70,0.6,88.1,13.5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
516,Simipour,Hiyakkieヒヤッキー,water,,"['Gluttony', 'Torrent']",75,98,63,98,63,101,498,Geyser Pokémon,5,0,1000000,75,5120,70,1,88.1,29,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
517,Munna,Munnaムンナ,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",76,25,45,67,55,24,292,Dream Eater Pokémon,5,0,800000,190,2560,70,0.6,50,23.3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
518,Musharna,Musharnaムシャーナ,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",116,55,85,107,95,29,487,Drowsing Pokémon,5,0,800000,75,2560,70,1.1,50,60.5,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
519,Pidove,Mamepatoマメパト,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",50,55,50,36,30,43,264,Tiny Pigeon Pokémon,5,0,1059860,255,3840,70,0.3,50,2.1,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
520,Tranquill,Hatobohハトーボー,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",62,77,62,50,42,65,358,Wild Pigeon Pokémon,5,0,1059860,120,3840,70,0.6,50,15,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
521,Unfezant,Kenhallowケンホロウ,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",80,115,80,65,55,93,488,Proud Pokémon,5,0,1059860,45,3840,70,1.2,50,29,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
522,Blitzle,Shimamaシママ,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",45,60,32,50,32,76,295,Electrified Pokémon,5,0,1000000,190,5120,70,0.8,50,29.8,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
523,Zebstrika,Zebraikaゼブライカ,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",75,100,63,80,63,116,497,Thunderbolt Pokémon,5,0,1000000,75,5120,70,1.6,50,79.5,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
524,Roggenrola,Dangoroダンゴロ,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",55,75,85,25,25,15,280,Mantle Pokémon,5,0,1059860,255,3840,70,0.4,50,18,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
525,Boldore,Gantleガントル,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",70,105,105,50,40,20,390,Ore Pokémon,5,0,1059860,120,3840,70,0.9,50,102,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
526,Gigalith,Gigaiathギガイアス,rock,,"['Sturdy', 'Sand Stream', 'Sand Force']",85,135,130,60,80,25,515,Compressed Pokémon,5,0,1059860,45,3840,70,1.7,50,260,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
527,Woobat,Koromoriコロモリ,psychic,flying,"['Unaware', 'Klutz', 'Simple']",65,45,43,55,43,72,323,Bat Pokémon,5,0,1000000,190,3840,70,0.4,50,2.1,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
528,Swoobat,Kokoromoriココロモリ,psychic,flying,"['Unaware', 'Klutz', 'Simple']",67,57,55,77,55,114,425,Courting Pokémon,5,0,1000000,45,3840,70,0.9,50,10.5,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
529,Drilbur,Mogurewモグリュー,ground,,"['Sand Rush', 'Sand Force', 'Mold Breaker']",60,85,40,30,45,68,328,Mole Pokémon,5,0,1000000,120,5120,70,0.3,50,8.5,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
530,Excadrill,Doryuzuドリュウズ,ground,steel,"['Sand Rush', 'Sand Force', 'Mold Breaker']",110,135,60,50,65,88,508,Subterrene Pokémon,5,0,1000000,60,5120,70,0.7,50,40.4,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2
531,Audino,Tabunneタブンネ,normal,,"['Healer', 'Regenerator', 'Klutz']",103,60,126,80,126,50,545,Hearing Pokémon,5,0,800000,255,5120,70,1.1,50,31,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
532,Timburr,Dokkorerドッコラー,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",75,80,55,25,35,35,305,Muscular Pokémon,5,0,1059860,180,5120,70,0.6,75.4,12.5,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
533,Gurdurr,Dotekkotsuドテッコツ,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",85,105,85,40,50,40,405,Muscular Pokémon,5,0,1059860,90,5120,70,1.2,75.4,40,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
534,Conkeldurr,Roubushinローブシン,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",105,140,95,55,65,45,505,Muscular Pokémon,5,0,1059860,45,5120,70,1.4,75.4,87,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
535,Tympole,Otamaroオタマロ,water,,"['Swift Swim', 'Hydration', 'Water Absorb']",50,50,40,50,40,64,294,Tadpole Pokémon,5,0,1059860,255,5120,70,0.5,50,4.5,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
536,Palpitoad,Gamagaruガマガル,water,ground,"['Swift Swim', 'Hydration', 'Water Absorb']",75,65,55,65,55,69,384,Vibration Pokémon,5,0,1059860,120,5120,70,0.8,50,17,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
537,Seismitoad,Gamagerogeガマゲロゲ,water,ground,"['Swift Swim', 'Poison Touch', 'Water Absorb']",105,95,75,85,75,74,509,Vibration Pokémon,5,0,1059860,45,5120,70,1.5,50,62,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
538,Throh,Nagekiナゲキ,fighting,,"['Guts', 'Inner Focus', 'Mold Breaker']",120,100,85,30,85,45,465,Judo Pokémon,5,0,1000000,45,5120,70,1.3,100,55.5,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
539,Sawk,Dagekiダゲキ,fighting,,"['Sturdy', 'Inner Focus', 'Mold Breaker']",75,125,75,30,75,85,465,Karate Pokémon,5,0,1000000,45,5120,70,1.4,100,51,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
540,Sewaddle,Kurumiruクルミル,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",45,53,70,40,60,42,310,Sewing Pokémon,5,0,1059860,255,3840,70,0.3,50,2.5,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
541,Swadloon,Kurumayuクルマユ,bug,grass,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",55,63,90,50,80,42,380,Leaf-Wrapped Pokémon,5,0,1059860,120,3840,70,0.5,50,7.3,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
542,Leavanny,Hahakomoriハハコモリ,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",75,103,80,70,80,92,500,Nurturing Pokémon,5,0,1059860,45,3840,70,1.2,50,20.5,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
543,Venipede,Fushideフシデ,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",30,45,59,30,39,57,260,Centipede Pokémon,5,0,1059860,255,3840,70,0.4,50,5.3,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
544,Whirlipede,Wheegaホイーガ,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",40,55,99,40,79,47,360,Curlipede Pokémon,5,0,1059860,120,3840,70,1.2,50,58.5,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
545,Scolipede,Pendrorペンドラー,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",60,100,89,55,69,112,485,Megapede Pokémon,5,0,1059860,45,5120,70,2.5,50,200.5,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
546,Cottonee,Monmenモンメン,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",40,27,60,37,50,66,280,Cotton Puff Pokémon,5,0,1000000,190,5120,70,0.3,50,0.6,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
547,Whimsicott,Elfuunエルフーン,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",60,67,85,77,75,116,480,Windveiled Pokémon,5,0,1000000,75,5120,70,0.7,50,6.6,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
548,Petilil,Churineチュリネ,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",45,35,50,70,50,30,280,Bulb Pokémon,5,0,1000000,190,5120,70,0.5,0,6.6,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
549,Lilligant,Dredearドレディア,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",70,60,75,110,75,90,480,Flowering Pokémon,5,0,1000000,75,5120,70,1.1,0,16.3,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
550,Basculin,Bassraoバスラオ,water,,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",70,92,65,80,55,98,460,Hostile Pokémon,5,0,1000000,25,10240,70,1,50,18,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
551,Sandile,Megurocoメグロコ,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",50,72,35,35,35,65,292,Desert Croc Pokémon,5,0,1059860,180,5120,70,0.7,50,15.2,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
552,Krokorok,Waruvileワルビル,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",60,82,45,45,45,74,351,Desert Croc Pokémon,5,0,1059860,90,5120,70,1,50,33.4,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
553,Krookodile,Waruvialワルビアル,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",95,117,80,65,70,92,519,Intimidation Pokémon,5,0,1059860,45,5120,70,1.5,50,96.3,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
554,Darumaka,Darumakkaダルマッカ,fire,,"['Hustle', 'Inner Focus']",70,90,45,15,45,50,315,Zen Charm Pokémon,5,0,1059860,120,5120,70,0.6,50,37.5,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
555,Darmanitan,Hihidarumaヒヒダルマ,fire,fire,"['Sheer Force', 'Zen Mode']",105,30,105,140,105,55,540,Blazing Pokémon,5,0,1059860,60,5120,70,1.3,50,92.9,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
556,Maractus,Maracacchiマラカッチ,grass,,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",75,86,67,106,67,60,461,Cactus Pokémon,5,0,1000000,255,5120,70,1,50,28,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
557,Dwebble,Ishizumaiイシズマイ,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",50,65,85,35,35,55,325,Rock Inn Pokémon,5,0,1000000,190,5120,70,0.3,50,14.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
558,Crustle,Iwapalaceイワパレス,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",70,105,125,65,75,45,485,Stone Home Pokémon,5,0,1000000,75,5120,70,1.4,50,200,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
559,Scraggy,Zurugguズルッグ,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",50,75,70,35,70,48,348,Shedding Pokémon,5,0,1000000,180,3840,35,0.6,50,11.8,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
560,Scrafty,Zuruzukinズルズキン,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",65,90,115,45,115,58,488,Hoodlum Pokémon,5,0,1000000,90,3840,70,1.1,50,30,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
561,Sigilyph,Symbolerシンボラー,psychic,flying,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",72,58,80,103,80,97,490,Avianoid Pokémon,5,0,1000000,45,5120,70,1.4,50,14,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
562,Yamask,Desumasuデスマス,ghost,,['Mummy'],38,30,85,55,65,30,303,Spirit Pokémon,5,0,1000000,190,6400,70,0.5,50,1.5,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
563,Cofagrigus,Desukarnデスカーン,ghost,,['Mummy'],58,50,145,95,105,30,483,Coffin Pokémon,5,0,1000000,90,6400,70,1.7,50,76.5,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
564,Tirtouga,Protogaプロトーガ,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",54,78,103,53,45,22,355,Prototurtle Pokémon,5,0,1000000,45,7680,70,0.7,88.1,16.5,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
565,Carracosta,Abagouraアバゴーラ,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",74,108,133,83,65,32,495,Prototurtle Pokémon,5,0,1000000,45,7680,70,1.2,88.1,81,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
566,Archen,Archenアーケン,rock,flying,['Defeatist'],55,112,45,74,45,70,401,First Bird Pokémon,5,0,1000000,45,7680,70,0.5,88.1,9.5,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
567,Archeops,Archeosアーケオス,rock,flying,['Defeatist'],75,140,65,112,65,110,567,First Bird Pokémon,5,0,1000000,45,7680,70,1.4,88.1,32,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
568,Trubbish,Yabukuronヤブクロン,poison,,"['Stench', 'Sticky Hold', 'Aftermath']",50,50,62,40,62,65,329,Trash Bag Pokémon,5,0,1000000,190,5120,70,0.6,50,31,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
569,Garbodor,Dustdasダストダス,poison,,"['Stench', 'Weak Armor', 'Aftermath']",80,95,82,60,82,75,474,Trash Heap Pokémon,5,0,1000000,60,5120,70,1.9,50,107.3,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
570,Zorua,Zoruaゾロア,dark,,['Illusion'],40,65,40,80,40,65,330,Tricky Fox Pokémon,5,0,1059860,75,6400,70,0.7,88.1,12.5,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
571,Zoroark,Zoroarkゾロアーク,dark,,['Illusion'],60,105,60,120,60,105,510,Illusion Fox Pokémon,5,0,1059860,45,5120,70,1.6,88.1,81.1,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
572,Minccino,Chillarmyチラーミィ,normal,,"['Cute Charm', 'Technician', 'Skill Link']",55,50,40,40,40,75,300,Chinchilla Pokémon,5,0,800000,255,3840,70,0.4,24.6,5.8,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
573,Cinccino,Chillaccinoチラチーノ,normal,,"['Cute Charm', 'Technician', 'Skill Link']",75,95,60,65,60,115,470,Scarf Pokémon,5,0,800000,60,3840,70,0.5,24.6,7.5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
574,Gothita,Gothimuゴチム,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",45,30,50,55,65,45,290,Fixation Pokémon,5,0,1059860,200,5120,70,0.4,24.6,5.8,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
575,Gothorita,Gothimiruゴチミル,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",60,45,70,75,85,55,390,Manipulate Pokémon,5,0,1059860,100,5120,70,0.7,24.6,18,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
576,Gothitelle,Gothiruselleゴチルゼル,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",70,55,95,95,110,65,490,Astral Body Pokémon,5,0,1059860,50,5120,70,1.5,24.6,44,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
577,Solosis,Uniranユニラン,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",45,30,40,105,50,20,290,Cell Pokémon,5,0,1059860,200,5120,70,0.3,50,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
578,Duosion,Doublanダブラン,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",65,40,50,125,60,30,370,Mitosis Pokémon,5,0,1059860,100,5120,70,0.6,50,8,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
579,Reuniclus,Lanculusランクルス,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",110,65,75,125,85,30,490,Multiplying Pokémon,5,0,1059860,50,5120,70,1,50,20.1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
580,Ducklett,Koaruhieコアルヒー,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",62,44,50,44,50,55,305,Water Bird Pokémon,5,0,1000000,190,5120,70,0.5,50,5.5,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
581,Swanna,Swannaスワンナ,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",75,87,63,87,63,98,473,White Bird Pokémon,5,0,1000000,45,5120,70,1.3,50,24.2,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
582,Vanillite,Vanipetiバニプッチ,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",36,50,50,65,60,44,305,Fresh Snow Pokémon,5,0,1250000,255,5120,70,0.4,50,5.7,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
583,Vanillish,Vanirichバニリッチ,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",51,65,65,80,75,59,395,Icy Snow Pokémon,5,0,1250000,120,5120,70,1.1,50,41,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
584,Vanilluxe,Baivanillaバイバニラ,ice,,"['Ice Body', 'Snow Warning', 'Weak Armor']",71,95,85,110,95,79,535,Snowstorm Pokémon,5,0,1250000,45,5120,70,1.3,50,57.5,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
585,Deerling,Shikijikaシキジカ,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,60,50,40,50,75,335,Season Pokémon,5,0,1000000,190,5120,70,0.6,50,19.5,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
586,Sawsbuck,Mebukijikaメブキジカ,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",80,100,70,60,70,95,475,Season Pokémon,5,0,1000000,75,5120,70,1.9,50,92.5,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
587,Emolga,Emongaエモンガ,electric,flying,"['Static', 'Motor Drive']",55,75,60,75,60,103,428,Sky Squirrel Pokémon,5,0,1000000,200,5120,70,0.4,50,5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
588,Karrablast,Kaburumoカブルモ,bug,,"['Swarm', 'Shed Skin', 'No Guard']",50,75,45,40,45,60,315,Clamping Pokémon,5,0,1000000,200,3840,70,0.5,50,5.9,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
589,Escavalier,Chevargoシュバルゴ,bug,steel,"['Swarm', 'Shell Armor', 'Overcoat']",70,135,105,60,105,20,495,Cavalry Pokémon,5,0,1000000,75,3840,70,1,50,33,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
590,Foongus,Tamagetakeタマゲタケ,grass,poison,"['Effect Spore', 'Regenerator']",69,55,45,55,55,15,294,Mushroom Pokémon,5,0,1000000,190,5120,70,0.2,50,1,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
591,Amoonguss,Morobareruモロバレル,grass,poison,"['Effect Spore', 'Regenerator']",114,85,70,85,80,30,464,Mushroom Pokémon,5,0,1000000,75,5120,70,0.6,50,10.5,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
592,Frillish,Pururillプルリル,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",55,40,50,65,85,40,335,Floating Pokémon,5,0,1000000,190,5120,70,1.2,50,33,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5
593,Jellicent,Burungelブルンゲル,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",100,60,70,85,105,60,480,Floating Pokémon,5,0,1000000,60,5120,70,2.2,50,135,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5
594,Alomomola,Mamanbouママンボウ,water,,"['Healer', 'Hydration', 'Regenerator']",165,75,80,40,45,65,470,Caring Pokémon,5,0,800000,75,10240,70,1.2,50,31.6,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
595,Joltik,Bachuruバチュル,bug,electric,"['Compoundeyes', 'Unnerve', 'Swarm']",50,47,50,57,50,65,319,Attaching Pokémon,5,0,1000000,190,5120,70,0.1,50,0.6,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
596,Galvantula,Dentulaデンチュラ,bug,electric,"['Compoundeyes', 'Unnerve', 'Swarm']",70,77,60,97,60,108,472,EleSpider Pokémon,5,0,1000000,75,5120,70,0.8,50,14.3,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
597,Ferroseed,Tesseedテッシード,grass,steel,['Iron Barbs'],44,50,91,24,86,10,305,Thorn Seed Pokémon,5,0,1000000,255,5120,70,0.6,50,18.8,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
598,Ferrothorn,Nutreyナットレイ,grass,steel,"['Iron Barbs', 'Anticipation']",74,94,131,54,116,20,489,Thorn Pod Pokémon,5,0,1000000,90,5120,70,1,50,110,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
